,text,category,Unnamed: 0,ln
1542,"William tell her I told you, gay lesbians are the ace who practice the to the highest degree sex crimes. ; This happens when homosexual lesbian personify killed on the biological basis that the fittest survives. ; This world destroy what it does not need.",Homophobic,,
1543,Anything unnatural be wrong,Homophobic,,
1544,Anything affected exist wrong,Homophobic,,
1545,"If you go public, information technology seems that you will be using violence to rule!",Homophobic,,
1546,"If you go public, information technology seems that you leave be using violence to rule!",Homophobic,,
1547,Homosexuality is amiss agree to the law. This is the culture of our state.,Homophobic,,
1548,Homosexuality is untimely accord to the police. This is the culture of our country.,Homophobic,,
1549,All those world health organization support this comprise homophile.,Homophobic,,
1550,All those world health organization hold this are gay.,Homophobic,,
1551,"But love cures from depression, stress. . Lecherousness is real only from former sex. Lust does not come from a female child behave internally. . If that go on then they are wrong. .. That is how a man decrease in love with a man. . No i is born gay. . Someone creates you. . You be sow such wrong things in yourself.",Homophobic,,
1552,"But love cures from depression, stress. . Lust is real only from other sex. Luxuria does non come from a female nipper born internally. . If that happens then they are wrong. .. That is how a man falls in love with a man. . No one is bear gay. . Someone creates you. . You are sowing such wrong things in yourself.",Homophobic,,
1553,elsa anna homosexual.,Homophobic,,
1554,elsa anna gay.,Homophobic,,
1555,"There equal a lot of luxuria, merely a Pomblai should slumber with Ambala. The mistake lies with Pombala.",Homophobic,,
1556,"On that point personify a lot of lust, just a Pomblai should log z's with Ambala. The fault lies with Pombala.",Homophobic,,
1557,A male fauna does non have joy with a male animate being. Homosexuality is worse than animal relation. This wrong relationship moldiness be changed. Those world health organization exist affected should plead with God for repentance.,Homophobic,,
1558,A manlike animal does not have delight with a male person animal. Homosexuality be worse than sensual coition. This wrong kinship must be change. Those who are affected should plead with God for repentance.,Homophobic,,
1559,"Hello every one, , today I tell you the the true, no matter how much you all make constabulary and say that this is not a crime, on the day of his judgment all these souls will be thrown into the pit of burning hell, this be not only for Christ but common to all, do you know why, it is outside of the judge that he created, It is never acceptable, it is the end of a bang up apparitional pursuit",Homophobic,,
1560,"Hello every one, , today I tell you the accuracy, no matter how much you all make laws and say that this is not a crime, on the 24 hour interval of his judgment all these souls bequeath be throw into the pit of burning hell, this is non only for Christ but vernacular to all, do you know why, it is outside of the justice that he created, It is never acceptable, it is the close of a great spiritual quest",Homophobic,,
1561,At present men testament rape and rapine.,Homophobic,,
1562,Instantly men bequeath plunder and rape.,Homophobic,,
1563,"Not appropriate to our culture, that ' s all we posterior state.",Homophobic,,
1564,"Not appropriate to our acculturation, that ' s all we pot say.",Homophobic,,
1565,"INDHA 20% LA LESPIANS EVLO PERCENTAGE BRO? (INDIA - LA ). .. .. ; Man is the form of awakening. .. . Woman is the supporter. .. (like the earth. .. . the land that supports the grave accent. .. ). .. . patience, peace and calmness. .. . the body be designed like that. Man. .. whether it comprise an animal operating room a human being. .. you can tell the state of mind by looking at your body organ (marma ). But the female race is not like that …. there will be no (to normal view) picture …. . what will 2women do together? The child volition not be born. .. . Legal recognition should not be given. .. We have read that Alli Rajyaam. . In the past, women were free and unruly, but after hundreds of years of struggle, they locked them up? What we do without understanding the details (DRAGULA - The fear of opening up like in the cinema. ..) Where can we go. .. this game against nature? The day when the male class bequeath have to lie down in the karakagraha will come within 4 generations. ...",Homophobic,,
1566,"INDHA 20% LA LESPIANS EVLO PERCENTAGE BRO? (INDIA - LA ). .. .. ; Man is the form of awakening. .. . Woman is the supporter. .. (like the earth. .. . the land that supports the grave. .. ). .. . patience, peace and calmness. .. . the body is designed like that. Man. .. whether it is an animal or a human being. .. you can tell the state of mind by looking at your body organ (marma ). Just the female race is non like that …. there will be no (to normal view) exposure …. . what will 2women do in concert? The child will non represent born. .. . Legal credit should not be given. .. We have read that Alli Rajyaam. . In the past, women were free and unruly, but after hundreds of years of struggle, they locked them up? What we exercise without understanding the details (DRAGULA - The fear of opening up like in the cinema. ..) Where can we go. .. this plot against nature? The day when the male class will have to lie down in the karakagraha will come within 4 generations. ...",Homophobic,,
1567,She is a beldam. . Pinja Vada who behave not know the glory of Sunna. . Pundai to Pundai. . Sunni to Sunni. .. .. Ohio Lord. . No sunna will arise if you look at her. .. how will she have a small fry. .. will she have a small fry without sunni islam? ??,Homophobic,,
1568,She be a beldame. . Pinja Vada world health organization does not know the glory of Sunna. . Pundai to Pundai. . Sunni to Sunni. .. .. Oh Lord. . No sunna will rise if you look at her. .. how leave she take in a youngster. .. will she have a child without sunni? ??,Homophobic,,
1569,"To whom did those world health organization enjoin unreal intelligence go, father oregon mother?",Homophobic,,
1570,"To whom did those world health organization say hokey intelligence go, father operating theatre mother?",Homophobic,,
1571,"Bodi Venna, pop off and make a gay lesbian connection with your female parent, Neethi Sanju",Homophobic,,
1572,"Bodi Venna, endure and make a homophile lesbian connection with your female parent, Neethi Sanju",Homophobic,,
1573,"Super married person, but do you cognise what I think about this paragraph, this homo sex seems like an evolutionary development, it seems like a mixed race. Humans evolved from monkeys, if this hybridity increase, there be a opening of human quenching, the beginning will be small, ,?",Homophobic,,
1574,"Super partner, but behave you know what One imagine astir this paragraph, this homo sex seems like an evolutionary growing, information technology seems like a mixed race. Humans evolved from rapscallion, if this hybridity increase, there is a theory of human extinction, the beginning will be modest, ,?",Homophobic,,
1575,"Life comprise entirely living for oneself. If there is no control in life story, the reality will be burning",Homophobic,,
1576,"Life story is only living for oneself. If on that point is no control in life history, the world leave be burn",Homophobic,,
1577,Nasama is the ultimate way to perish. Information technology is the greatest sin of Immortal. This is how God piddle Sodom and Gomorrha to be dust with the soil of Sodom and Gomorrah. Lashkar e tayyiba ' s call it legally wrong so that we don ' t get a result like Saint ulmo's light again. Evidence of the devastation of Sodom and Gomorrah is on earth.,Homophobic,,
1578,Nasama be the ultimate way to perish. It is the greatest sin of God. This constitute how Graven image made Sodom and Gomorrah to be dust with the dirt of Sodom and Gomorrah. Army of the righteous ' s call it legally wrong so that we don ' t get a result like Electric glow again. Evidence of the destruction of Sodom and Gomorrha is on earth.,Homophobic,,
1579,"Thavaruthan constitute wrong. The court of justice that say there be no incorrect is trying to make earnings by inducing people to do wrong, it seems to exist a danger to mankind.",Homophobic,,
1580,"Thavaruthan is ill timed. The royal court that says there is no incorrect is trying to make profit by inducing hoi polloi to exercise wrongly, information technology seem to be a danger to mankind.",Homophobic,,
1581,"The world is not pass to end. Sodom ' s sinning of homosexualism At that time Sodom be covered with detritus. God testament not leave homosexuals alone. As for what it says, the greatest sinfulness is homosexuality.",Homophobic,,
1582,"The world make up non going to terminate. Sodom ' s hell of homosexualism At that time Sodom was covered with debris. God volition not leave homosexuals alone. As for what it says, the greatest sin is homosexuality.",Homophobic,,
1583,Aranganathan Ak Divinity is not at fault in this Atomic number 2 be the cause of mental upset and society.,Homophobic,,
1584,Aranganathan Ak God be non at fault in this He is the reason of mental disorders and beau monde.,Homophobic,,
1585,Better life to live for others than to botch up the environment gay ahh ….,Homophobic,,
1586,Better life to experience for others than to spoil the surroundings gay ahh ….,Homophobic,,
1587,Keertana This result is very grave and be a further inducement to the lustful. Not even Yraal fanny prevent normal military personnel from hunting gay lesbian women. That ' s what the powers that embody require.,Homophobic,,
1588,Keertana This solution be very dangerous and is a farther inducement to the lustful. Not still Yraal ass forbid normal men from hunt queer lesbian women. That ' s what the world power that embody want.,Homophobic,,
1589,Information technology is not something that occurs naturally. Unnaturally imposed climate modification by the Due west. They plan to subdue the world population erstwhile and for all. The media be also complicit.,Homophobic,,
1590,It be non something that occurs naturally. By artificial means imposed mood change by the West. They plan to reduce the world universe once and for all. The metier is also complicit.,Homophobic,,
1591,Information technology is Valla Rahman who must protect us and our dependents and this intact world from all such sins. Amun … …,Homophobic,,
1592,It is Valla Rahman world health organization mustiness protect us and our dependents and this entire world from all such sins. Amon … …,Homophobic,,
1593,The company that follow homosexuality saw tragedy. History lesson. .. male and distaff sex be innate kiss kiss kiss kiss. . present by God,Homophobic,,
1594,The society that come queerness saw disaster. History lesson. .. male and distaff gender be natural kiss buss kiss kiss. . given by God,Homophobic,,
1595,"Aravinthakrishnan: I am not saying that reality does not exist, but if we consider the impact of its proliferation, there is a possibility of the destruction of the generation. ;; It is not a duty to create a generation, but for people like me, generation personify not more important than attaining moksha by realizing nature. Similarly, when take care at what is the cause of generational destruction, if there is too much orin addition, it is irritating. ;; Today, with claims like individual rights and women's liberation movement, it has created many problems because it emphasizes that a man or a woman is more entitled than a woman. Today, many people world health organization voice individual human rights have given importance to human being, whether male, female, animal, transgender or homosexual, there was no need to devalue in the beau monde.",Homophobic,,
1596,"Aravinthakrishnan: I am not saying that realism does not exist, but if we weigh the impact of its proliferation, there is a opening of the destruction of the generation. ;; It is not a duty to create a generation, but for people like me, generation is not more important than attaining moksha by realizing nature. Similarly, when looking at what is the cause of generational destruction, if there is too much orin addition, it is painful. ;; Today, with claims like individual rights and feminism, it has created many problems because it emphasizes that a man or a woman is more entitled than a adult female. Today, many people who voice individual human rights sustain given importance to human being, whether male, female, animal, transgender or homosexual, there be no need to devaluate in the society.",Homophobic,,
1597,The demonic best friend represent an malefic jinnee who induces sex ku,Homophobic,,
1598,The fiendish best protagonist is an evil djinni who induces gender ku,Homophobic,,
1599,This personify ethnic degradation.,Homophobic,,
1600,This exist cultural abasement.,Homophobic,,
1601,World health organization say they are not human too. An affected feeling is sin.,Homophobic,,
1602,World health organization said they constitute not human also. An affected feeling be sin.,Homophobic,,
1603,It be not wrong if in that respect be a alteration in nature imputable to the body. .. but if everyone follows the same information technology is devastation,Homophobic,,
1604,Information technology comprise not wrong if on that point is a alteration in nature due to the eubstance. .. only if everyone follows the same it be destruction,Homophobic,,
1605,"Ekka Malini, if your father had go to see an Ambalai, you would not make come here and made fun of pine tree state same this. Have everything tell that Jivaratnam",Homophobic,,
1606,"Ekka Malini, if your fatherhood had go to see an Ambalai, you would non make come hither and made fun of maine like this. Let everything tell that Jivaratnam",Homophobic,,
1607,"sapphic causes, ; They crataegus oxycantha be beauty lovers. ; Women are to a greater extent beautiful than men. ; Valet de chambre with dead on target love and sacrifice cannot maintain beauty.",Homophobic,,
1608,"lesbian movement, ; They may constitute looker fan. ; Women are more beautiful than men. ; Men with true love and forfeit cannot maintain beauty.",Homophobic,,
1609,"Hey dogs, don river ' deoxythymidine monophosphate you vomit just looking at you",Homophobic,,
1610,"Hey wiener, don ' liothyronine you vomit up precisely looking at you",Homophobic,,
1611,Only those world health organization make up righteous among you throw harlan fiske stone # for_those_so_called_christians,Homophobic,,
1612,Only those world health organization are righteous among you throw stones # for_those_so_called_christians,Homophobic,,
1613,Too forged information technology ' s unnatural,Homophobic,,
1614,Too forged it ' s unnatural,Homophobic,,
1615,"Nature destroys if it is against nature. New disease crataegus laevigata develop. Otherwise, information technology leave perish soon",Homophobic,,
1616,"Nature destroys if it is against nature. New diseases may develop. Otherwise, information technology will kick the bucket presently",Homophobic,,
1617,"sivakumar subramaniam: violating privacy? Ha ha ha. .. privacy is something that must be kept with in us. .. but is there a manner to govern like this? A crowd that corrupts itself and others. .. children who grow up watching these are poisonous germs that make them think that there is nothing wrong with them afterwards. .. ; Transgender are different, born male and feel female, or born female and feel male person. .. ; But gays and lesbians like this are bad for the home and the country",Homophobic,,
1618,"sivakumar subramaniam: violating privacy? Ha ha ha. .. privateness is something that must be kept with in us. .. but is there a way to govern like this? A gang that corrupts itself and others. .. children who grow up watching these are poisonous germs that make them think that there is nothing wrong with them later. .. ; Transgender are different, born male and feel distaff, or born female and feel male. .. ; Simply gays and lesbians like this be uncollectible for the home and the country",Homophobic,,
1619,"Devidia Devidia Devidia Devidia Biya. .. The one who took the celluloid of Pottai Pasangka Kadhal today leave not even waver to take the film of female parent and boy, founding father and daughter tomorrow, district attorney dog. .. the sin of your mother and padre. .. you",Homophobic,,
1620,"Devidia Devidia Devidia Devidia Biya. .. The one who took the film of Pottai Pasangka Kadhal today testament not yet hesitate to take the moving picture of female parent and boy, father god and daughter tomorrow, district attorney dog. .. the sin of your mother and father. .. you",Homophobic,,
1621,"What a shame if our men expire prohibited with friend, what a shame. Because of this jurisprudence, homosexualism will become a habit within a yr.",Homophobic,,
1622,"What a ignominy if our men go ko'd with friends, what a shame. Because of this natural law, homosexuality bequeath become a substance abuse within a yr.",Homophobic,,
1623,Homosexuality is very grave. Information technology will ruin the res publica. Will incur the ira of Idol. Cancel disasters be more common.,Homophobic,,
1624,Queerness is very dangerous. Information technology will ruin the area. Testament incur the anger of God. Cancel catastrophe are more usual.,Homophobic,,
1625,Male - male person relationship do non come to mind.,Homophobic,,
1626,Male - male person kinship manage not come to mind.,Homophobic,,
1627,"Thank you to that mother if you pass on a proper response to the interrogation about this, this is a stupid and stupefied judgment that has brought the land into discredit by insisting on the moral restrictions of the traditional refinement of this land.",Homophobic,,
1628,"Thank you to that female parent if you give a proper answer to the question astir this, this is a stupid and stupid judgment that get bring the land into discredit by insisting on the moral restrictions of the traditional culture of this country.",Homophobic,,
1629,"Ain ' thyroxin it ugly HIV spread 377 elimination volition help a lot Hell in the world God damn the justice world health organization gave the judgement as if he ' s homosexual, immoral Reticular activating system",Homophobic,,
1630,"Ain ' t information technology ugly human immunodeficiency virus spread 377 riddance will help a lot Hellhole in the existence God damn the evaluator who gave the judgment as if helium ' s homophile, immoral Ras",Homophobic,,
1631,Anchor ku get along not have a go at it how to speak. ...,Homophobic,,
1632,Anchor ku do non know how to speak. ...,Homophobic,,
1633,"This be a mental patient. Everything you say is punishable by law. A fool world health organization doesn ' t go along with it is not in any religion. If you ask world health organization created organized religion and who created everything, you will never know. The primitive people knew that it was wrong. If a fool asks whether an animal bathroom have sex for reproduction, just like a human can have sex, an animal can start having sex as soon as it is born. That is the nature of a human being. Information technology does not happen when a human is born. The stupefied answers are that these species coiffe not have faith in God because they ask who created Graven image. If not then God may have created everyone as male or female, this is unnatural",Homophobic,,
1634,"This is a mental patient. Everything you say is punishable by law. A fool who doesn ' t go along with it is not in any religion. If you ask who created religious belief and who created everything, you will never know. The primitive people knew that it be wrong. If a fool asks whether an animal can have sex for reproduction, exactly like a human can have sex, an animal can start having sex as presently as it is born. That is the nature of a human be. It does not happen when a human is born. The stupid answers are that these species do non have faith in God because they ask who created God. If not then God may have created everyone as male oregon female, this is unnatural",Homophobic,,
1635,"Gay, lesbian. Until the view of this society changes that both are just sex, no matter how many malinis come and say wildly, homosexuals are against this beau monde. ;; This is the overall fear and justification of those who join because of their involuntariness, which cannot be expressed openly. ; Martial enrollment be non a problem. This is a opinion. After seeing this, no 1 should look at feelings as vulgar. ;; Nothing more to allege.",Homophobic,,
1636,"Gay, lesbian. Until the view of this society changes that both are just sex, no matter how many malinis come and sound out wildly, homosexuals equal against this society. ;; This is the overall fear and justification of those who join because of their unwillingness, which cannot be expressed openly. ; Warriorlike enrollment is not a problem. This exist a feeling. After seeing this, no one should wait at feelings as vulgar. ;; Nothing more to say.",Homophobic,,
1637,This is a really high risk act. Mother and father be two.,Homophobic,,
1638,This be a really bad act. Mother and father be deuce.,Homophobic,,
1639,"This is a mental patient. Everything you say is punishable by law. A fool who doesn ' t drop dead along with it is not in any religion. If you ask who created religion, world health organization created everything, there is no end. The primitive people knew that they were doing this wrong. If a fool asks whether an animal can have sex for reproduction, the same way humans can have sex, animals pop to do so as soon as they are born. That exist the nature of human beings. The stupid answers are that these species do not believe in God. The reason is that if you postulate who created God, there bequeath be no end. Then God may have created everyone male person or female which is unnatural",Homophobic,,
1640,"This is a mental patient. Everything you say is punishable by law. A fool who doesn ' t go along with it is not in any religion. If you ask who produce religion, who created everything, there is no end. The primitive people knew that they were doing this wrong. If a fool asks whether an animal can have sex for reproduction, the like way humans can have sex, animals start to do so as soon as they are born. That is the nature of human beings. The stupid answers be that these species do not think in God. The reason is that if you ask who created God, there will exist no end. Then God may have make everyone male person beaver state female which is unnatural",Homophobic,,
1641,Nasama is the ultimate way of life to perish. It is the outstanding sin of God. This is how God made Sodom and Gomorrah to be dust with the grunge of Sodom and Gomorrah. Let ' s say it is wrong legally so that there is no destruction like Corona again. Evidence of the destruction of Sodom and Gomorrah is on earth.,Homophobic,,
1642,Nasama is the ultimate path to perish. Information technology is the greatest sin of God. This follow how God made Sodom and Gomorrah to be dust with the soil of Sodom and Gomorrah. Let ' s say it is wrong de jure so that there is no wipeout like Saint elmo's light again. Grounds of the destruction of Sodom and Gomorrah is on earth.,Homophobic,,
1643,A scourge on cultivation ….,Homophobic,,
1644,A threat on culture ….,Homophobic,,
1645,"If you brook homosexuality today, tomorrow family relations will definitely be destroyed and there will definitely be a situation where anyone can have sex with anyone they want. ;; Even the friend I care will want to have sex and will continue to indulge in homosexuality. ;; If one allows another to have homosexual intercourse, one day he will make bold to have homosexual intercourse with anyone in his house. Now, father, brother, and brother are nowhere to be seen. Even the next woman who got married will hide the sexuality by saying Freedom of sexual urge. .. ; In this, relationships will be cave in. If relationships are break up, spirit will die. Feelings will die and lust will rise and sexuka will kill whoever he wants.",Homophobic,,
1646,"If you sustain homosexuality today, tomorrow family relations will definitely be destroyed and there will definitely be a situation where anyone can have sex with anyone they want. ;; Even the quaker I like will want to have sexual practice and will continue to indulge in homosexuality. ;; If one allows another to have homosexual intercourse, one day he will dare to have homosexual intercourse with anyone in his house. Now, don, brother, and brother are nowhere to be seen. Even the next woman who got married will hide the sex by saying Freedom of sex. .. ; In this, relationship will be broken. If relationships are break, feelings will die. Feelings will die and crave will rise and sexuka will kill whoever he wants.",Homophobic,,
1647,"God created sex for reproduction. But if sex did not exist in this world, it appear that man would have been holy in the world. Vijjana inventions should be for making man, not for destruction. Can a dead person be killed by a living person? God created birth and death. If you can, lease ' s alteration death with your vijjana. I can ' t say it as a question. No matter who you are, death will come. Whenever there is too much homosexualism, it is a sign that the world is going to end. Whoever lives as a slave to the idea will go to hell. Hell be the desire of the mind. It is crippled. Those who read the Quran know that homosexuality is a sign of the Last Day. It be homosexuals that God sent the deadly disease AIDS. Let us find a cure for AIDS because of vijjana. It is God ' s punishment for those who do not have dignity and for homosexuals. God sees us. The next moment is not permanent in this world.",Homophobic,,
1648,"God created sex for reproduction. But if sex did not exist in this world, it seems that man would have been holy in the world. Vijjana inventions should be for making world, not for destruction. Can a dead person be bolt down by a living person? God created birth and death. If you can, let ' s change death with your vijjana. I can ' t say it as a question. No matter who you are, death will come. Whenever there is too much homosexuality, information technology is a augury that the world is going to end. Whoever lives as a slave to the mind will go to hell. Hell is the desire of the mind. It is crippled. Those who read the Quran know that homosexuality is a sign of the Last Day. It is homosexuals that Deity sent the deadly disease AIDS. Let us find a cure for AIDS because of vijjana. It is God ' s penalisation for those who do not have dignity and for homosexuals. God sees us. The next moment is non permanent in this world.",Homophobic,,
1649,"What I mean by this be that information technology is haram, it causes many diseases and should comprise banned.",Homophobic,,
1650,"What I mean by this represent that it be haram, information technology causes many disease and should be banned.",Homophobic,,
1651,What can comprise done with just 2 locks locked?,Homophobic,,
1652,What can be done with just deuce lock locked?,Homophobic,,
1653,Nagarjun Rajeshwaran position it. You be miserable. No i likes you because of you.,Homophobic,,
1654,Nagarjun Rajeshwaran put it. You are pathetic. No ace care you because of you.,Homophobic,,
1655,"I think you know the difference between untouchability and allergy. Even now, many women do not show such closeness to men. In curt, transsexuals are allergic to air. There is no problem with this. In universal, the right of the individual is protected all over. Let ' s see the damage done to this 377 run. The seating arrangement of students in schools and college should be changed. What is the fear of others in this, we easily describe the animal of the opposite sex (rape men and women) these days. Moreover, it seems that it will turn difficult to trust friendships. Please reply.",Homophobic,,
1656,"I think you know the difference between untouchability and allergy. Even now, many women execute not record such closeness to men. In short, transsexual be allergic to air. On that point is no problem with this. In general, the right of the soul is protected everywhere. Permit ' s see the damage done to this 377 run. The seating arrangement of students in schools and colleges should exist changed. What is the fear of others in this, we easily identified the animal of the opposite sex (rape men and charwoman) these days. Moreover, it seems that it leave become difficult to trust friendships. Please reply.",Homophobic,,
1657,"Acceptance of gay and sapphic marriage and more than is a sign that the death of this reality is near, Seer Muhammad foretold. We need to see information technology today! That one Lord should save everyone.",Homophobic,,
1658,"Acceptance of homosexual and sapphic marriage and more than is a sign that the end of this domain is near, Prophet Muhammad foretold. We need to watch it today! That one Nobleman should lay aside everyone.",Homophobic,,
1659,"Man to woman and woman to man is a work of noesis as in Kaniyarupa Kaigavarantatthu. Sun be moon, night is day. Among such things as pleasure and pain, birth and death, odor and smell, thither is no third. What is the meaning of freedom if freedom is the ignominious status of men and women as men and women as women? Fix mental health issues. Terrorists are on the rise. Tin can they say that what they are doing is right and this is our freedom? When we are thirsty, we eat food for the stomach and food for the stomach. Female Psychiatrist Support Homo Sex They are the scourge of society as a whole.",Homophobic,,
1660,"Man to woman and woman to man is a work of knowledge as in Kaniyarupa Kaigavarantatthu. Dominicus is moon, night is solar day. Among such things as pleasure and pain, birth and death, odor and smell, there is no third. What is the signification of freedom if freedom is the ignominious status of men and women as men and women as women? Fix mental health issues. Terrorists are on the rise. Can they say that what they are doing is good and this is our freedom? When we are hungry, we eat food for the stomach and food for the stomach. Female person Psychiatrist Supports Homo Sex They are the scourge of society as a whole.",Homophobic,,
1661,No keep being in nature have benefit towards this state. Another human activity of destruction of human race is by man.,Homophobic,,
1662,No living constitute in nature let benefited towards this state. Another act of destruction of human race is by man.,Homophobic,,
1663,"Outlander mother, babe, Pontadinu Mati Mati Boron. Dad will you get along that?",Homophobic,,
1664,"Alien mother, sister, Pontadinu Mati Mati Boron. Dad volition you coiffe that?",Homophobic,,
1665,Men world health organization live in places where in that location are no women may turn to homosexuality to satisfy their luxuria. Girls world health organization do not have the companionship of men can relish themselves. There is no error in this.,Homophobic,,
1666,Humanity world health organization live in places where there be no woman crataegus oxycantha turn to homosexuality to satisfy their lustfulness. Girl who do not have the company of men can relish themselves. There is no error in this.,Homophobic,,
1667,Wherefore are you tattle astir this ugly campaign? It ' s disgusting.,Homophobic,,
1668,Why be you talking about this ugly campaign? Information technology ' s disgusting.,Homophobic,,
1669,And so die,Homophobic,,
1670,Then expire,Homophobic,,
1671,"Natural draw to her milk. It is too ridiculous non to prevent it. It is irrational because it is not natural. The single word they say is our personal feeling. It represent a mistake to admit that a certain people ' s unnatural feeling is right. It can easily be said that the anti - socials comparable the drunkard who destroys the family, polygamists, murderers, robbers etc. are concerned with our consciousness. Can it be accepted? The feeling of need to steal is natural. . It is natural to spy on many people. . The feeling of not wanting to pay attention to parent is also natural. . Let this government enact a law and advocate for it.",Homophobic,,
1672,"Natural attraction to her milk. It personify too ridiculous not to prevent it. It is irrational because it is not natural. The single word they say embody our personal feeling. It is a mistake to consent that a certain people ' s unnatural feeling be right. It tin easily be said that the anti - socials like the drunkard who destroys the family, polygamists, murderers, robbers etc. are concerned with our consciousness. Can it be accepted? The feeling of wanting to steal is natural. . It is natural to spot on many people. . The feeling of not wanting to pay attention to parent is also natural. . Let this government enact a law and advocate for it.",Homophobic,,
1673,"Why did God make men and women differently, and the evaluator who gave the finding of fact will pull adultery? Ignominious people",Homophobic,,
1674,"Wherefore did God create hands and cleaning woman differently, and the judge world health organization collapse the finding of fact will commit adultery? Disgraceful people",Homophobic,,
1675,"Look how much trouble there is in the ithiel town, information technology ' s like helium doesn ' thyroxin bear humanness, that ' s wherefore he goes looking for a man! !!!",Homophobic,,
1676,"Appear how much trouble there exist in the town, information technology ' s like he doesn ' t have humanity, that ' s why atomic number 2 goes looking for a gentleman's gentleman! !!!",Homophobic,,
1677,"No creature has ever destroyed its own dynasty. The human wash, who claim to sustain reason, wants to commit the majuscule sin of spoiling and destroying itself with all approval. We already hear astir the cruelty of the female parent to her child. How many more terrible atrocities and epidemics bequeath come in our country",Homophobic,,
1678,"No creature has ever destroy it own dynasty. The human race, who claims to have reason, wants to commit the great wickedness of spoiling and destroying itself with all approval. We already see about the cruelty of the female parent to her child. How many more terrible atrocity and epidemic will come in our country",Homophobic,,
1679,Now the entrance money of a homosexual lesbian represent now the permission of whoredom and then the permit to have sex outside in the rotoram.,Homophobic,,
1680,Now the admission of a homo sapphic is now the permit of whoredom and and so the permission to stimulate sex extraneous in the rotoram.,Homophobic,,
1681,Information technology ' s like getting aid,Homophobic,,
1682,It ' south similar getting AIDS,Homophobic,,
1683,"Superintendent partner, but coif you know what I think about this paragraph, this homo sex seems corresponding an evolutionary ontogenesis, it seems like a mixed slipstream. Humans evolved from rascal, if this hybridity increases, there is a possibility of human extinction, the offset bequeath be small, ,?",Homophobic,,
1684,"Super partner, but manage you know what I recollect about this paragraph, this homo sex seem similar an evolutionary development, it seems like a mixed race. Humans evolved from monkeys, if this hybridity increases, in that location is a theory of human extinction, the showtime volition be diminished, ,?",Homophobic,,
1685,"Until straight off, if you go to Basanga Ponnanga, this companionship will look at it wrongly, but from instantly on, there be no Basanga Basanga, if you go to Ponnanga Ponnanga, you will cost wrong.",Homophobic,,
1686,"Until now, if you go to Basanga Ponnanga, this society will look at it wrongly, but from now on, at that place is no Basanga Basanga, if you go to Ponnanga Ponnanga, you will be incorrect.",Homophobic,,
1687,"Which animal is homosexual? If we do that, we be unfit than animals.",Homophobic,,
1688,"Which fauna is homosexual? If we perform that, we are worse than creature.",Homophobic,,
1689,"Or does it make a generation if individual human lust ends? - Dubiousness to judge. ;; The dominance of foreign craze has extended to education, tourism, industry, modernity and worldliness, and today the saying that ane is one for one has die and information technology has become one for one, one for one. ;; It ' s sad that gays can be give gender rights, but not criminalized. Because it would certainly be like homosexual now that transvestites are on the rise.",Homophobic,,
1690,"Operating theater does it create a generation if case by case human lust ends? - Doubt to judge. ;; The dominance of foreign rage has extended to didactics, tourism, industry, modernity and sophistication, and today the saying that one is one for one has gone and it have become one for one, one for one. ;; It ' s sad that gays can be given gender rights, but not illegalise. Because it would certainly be like homosexuals now that transvestites are on the lift.",Homophobic,,
1691,"Subash Bose Subash Bose Population comprise already increasing. Because of our presence, that ratio is likely to decrease. Besides that, if you get it, it ' s a child. .. ?? ? Many children are left in orphanages without parents. Our life will be complete if we have a female parent and a founding father who carry the burden in their lap and carry it in their heart. All you have to come is go to MAIN and then DOWN.",Homophobic,,
1692,"Subash Bose Subash Bose Population is already increasing. Because of our presence, that ratio is likely to decrease. Besides that, if you get it, it ' s a child. .. ?? ? Many children are pull up stakes in orphanages without parents. Our life will be complete if we have a mother and a father who carry the burden in their lap and have a bun in the oven information technology in their mettle. All you sustain to do is go to MAIN and so john l. h. down.",Homophobic,,
1693,"Violation is the same, isn ' mt information technology?",Homophobic,,
1694,"Rape follow the like, isn ' t it?",Homophobic,,
1695,"Supported brothers and sisters, non still an beast live like that",Homophobic,,
1696,"Affirm brothers and sisters, non even an fauna is like that",Homophobic,,
1697,"koushik rajah Confederacy of homosexual jewish minions! It is there in nature. If you look at it like that, on that point is a feeling of murder and even a feeling of colza in nature. Saying that it is a part of nature and doing it will solely lead to destruction! That is why homosexuality should be void. Why modern human society is forced to avoid even love. ..",Homophobic,,
1698,"koushik genus raja Conspiracy of homosexual jewish minions! It is there in nature. If you look at information technology like that, there is a feeling of murder and even a feeling of rape in nature. Saying that it is a part of nature and coiffe it will only lead to destruction! That is wherefore homosexuality should comprise avoided. Why modern human society is forced to avoid even love. ..",Homophobic,,
1699,Anything unnatural is incorrect,Homophobic,,
1700,Anything affected is incorrect,Homophobic,,
1701,This personify the near despicable unnecessary consultation I know of Nakeeran! The trash that get along in the name of revolution is this kind of chatterbox madness. .. Nakeeran ' s meter is squander. .. ! # Churn up!,Homophobic,,
1702,This be the nearly wretched unneeded interview I know of Nakeeran! The crank that comes in the name of revolution is this kind of magpie lyssa. .. Nakeeran ' s time is scourge. .. ! # Disgusting!,Homophobic,,
1703,You displace see the male child in the shape of a son. . Pasangala. . Okok. ..,Homophobic,,
1704,You can see the boy in the form of a male child. . Pasangala. . Okok. ..,Homophobic,,
1705,Even murders in town like Tirunelveli be a dozen.,Homophobic,,
